Rok;Miesiąc;Dzień;Godzina;Temp. 2m [st.C];Wiatr 10m, Prędkość [m/s];Typ Opadu;Wysokość Opadu [mm];Wilgotność względna [%];Długość geograficzna;Szerokość geograficzna
2019;07;01;05;20,054;2,899;;;86;17.049640;51.123614
2019;07;01;06;21,229;1,633;;;80;17.049640;51.123614
2019;07;01;07;22,240;1,253;;;70;17.049640;51.123614
2019;07;01;08;23,931;2,196;;;56;17.049640;51.123614
2019;07;01;09;24,787;1,820;;;49;17.049640;51.123614
2019;07;01;10;25,679;0,691;;;47;17.049640;51.123614
2019;07;01;11;26,343;2,721;;;49;17.049640;51.123614
2019;07;01;12;26,638;2,967;;;51;17.049640;51.123614
2019;07;01;13;27,429;1,688;;;51;17.049640;51.123614
2019;07;01;14;28,175;2,597;;;50;17.049640;51.123614
2019;07;01;15;27,111;2,855;;;52;17.049640;51.123614
2019;07;01;16;25,118;4,990;płynny;1,43;65;17.049640;51.123614
2019;07;01;17;22,068;4,721;płynny;0,94;79;17.049640;51.123614
2019;07;01;18;20,980;0,815;płynny;3,16;92;17.049640;51.123614
2019;07;01;19;20,736;2,271;płynny;2,01;94;17.049640;51.123614
2019;07;01;20;20,789;2,569;;;95;17.049640;51.123614
2019;07;01;21;20,612;2,687;;;95;17.049640;51.123614
2019;07;01;22;20,037;3,060;;;94;17.049640;51.123614
2019;07;01;23;19,619;3,593;;;91;17.049640;51.123614
2019;07;02;00;18,865;4,312;;;79;17.049640;51.123614
2019;07;02;01;17,526;4,238;;;74;17.049640;51.123614
2019;07;02;02;16,123;3,465;;;79;17.049640;51.123614
2019;07;02;03;14,719;3,042;;;84;17.049640;51.123614
2019;07;02;04;16,629;4,176;;;79;17.049640;51.123614
2019;07;02;05;15,855;3,769;;;80;17.049640;51.123614
2019;07;02;06;16,723;3,780;;;75;17.049640;51.123614
2019;07;02;07;17,570;3,988;;;65;17.049640;51.123614
2019;07;02;08;18,243;3,933;;;62;17.049640;51.123614
2019;07;02;09;19,046;4,256;;;59;17.049640;51.123614
2019;07;02;10;19,674;4,703;;;56;17.049640;51.123614
2019;07;02;11;20,152;4,821;;;50;17.049640;51.123614
2019;07;02;12;20,544;4,935;;;48;17.049640;51.123614
2019;07;02;13;20,584;5,472;;;47;17.049640;51.123614
2019;07;02;14;20,412;5,603;;;47;17.049640;51.123614
2019;07;02;15;20,174;5,649;;;48;17.049640;51.123614
2019;07;02;16;20,025;5,482;;;52;17.049640;51.123614
2019;07;02;17;19,828;5,425;;;50;17.049640;51.123614
2019;07;02;18;19,632;5,186;;;52;17.049640;51.123614
2019;07;02;19;19,127;4,094;;;53;17.049640;51.123614
2019;07;02;20;17,585;4,660;;;57;17.049640;51.123614
2019;07;02;21;16,013;3,770;;;63;17.049640;51.123614
2019;07;02;22;14,777;3,522;;;66;17.049640;51.123614
2019;07;02;23;13,505;3,675;;;68;17.049640;51.123614
2019;07;03;00;12,084;3,072;;;72;17.049640;51.123614
2019;07;03;01;11,331;2,965;;;72;17.049640;51.123614
2019;07;03;02;10,488;3,007;;;72;17.049640;51.123614
2019;07;03;03;9,920;3,156;;;74;17.049640;51.123614
2019;07;03;04;10,781;3,103;;;80;17.049640;51.123614
2019;07;03;05;10,862;3,206;;;75;17.049640;51.123614
2019;07;03;06;11,829;2,964;;;69;17.049640;51.123614
2019;07;03;07;13,253;3,304;;;64;17.049640;51.123614
2019;07;03;08;14,182;3,568;;;59;17.049640;51.123614
2019;07;03;09;15,082;3,920;;;54;17.049640;51.123614
2019;07;03;10;15,948;4,236;;;46;17.049640;51.123614
2019;07;03;11;16,671;4,314;;;41;17.049640;51.123614
2019;07;03;12;17,355;4,210;;;40;17.049640;51.123614
2019;07;03;13;17,924;4,235;;;38;17.049640;51.123614
2019;07;03;14;18,398;4,126;;;38;17.049640;51.123614
2019;07;03;15;18,640;4,034;;;38;17.049640;51.123614
2019;07;03;16;18,804;3,841;;;38;17.049640;51.123614
2019;07;03;17;18,749;3,803;;;38;17.049640;51.123614
2019;07;03;18;18,568;3,816;;;38;17.049640;51.123614
2019;07;03;19;18,090;3,456;;;41;17.049640;51.123614
2019;07;03;20;16,891;3,224;;;46;17.049640;51.123614
2019;07;03;21;15,889;2,888;;;53;17.049640;51.123614
2019;07;03;22;14,233;2,795;;;58;17.049640;51.123614
2019;07;03;23;13,684;2,421;;;61;17.049640;51.123614
2019;07;04;00;12,689;1,956;;;66;17.049640;51.123614
2019;07;04;01;11,829;1,732;;;71;17.049640;51.123614
2019;07;04;02;10,718;2,284;;;75;17.049640;51.123614
2019;07;04;03;9,565;2,725;;;80;17.049640;51.123614
2019;07;04;04;9,845;2,452;;;76;17.049640;51.123614
2019;07;04;05;9,893;2,313;;;77;17.049640;51.123614
2019;07;04;06;11,216;1,894;;;72;17.049640;51.123614
2019;07;04;07;13,263;2,231;;;66;17.049640;51.123614
2019;07;04;08;14,875;2,148;;;61;17.049640;51.123614
2019;07;04;09;15,992;2,717;;;58;17.049640;51.123614
2019;07;04;10;16,686;3,563;;;54;17.049640;51.123614
2019;07;04;11;17,350;3,900;;;49;17.049640;51.123614
2019;07;04;12;17,976;3,837;;;46;17.049640;51.123614
2019;07;04;13;18,625;3,905;;;43;17.049640;51.123614
2019;07;04;14;19,226;3,876;;;40;17.049640;51.123614
2019;07;04;15;19,582;3,837;;;37;17.049640;51.123614
2019;07;04;16;19,832;3,705;;;36;17.049640;51.123614
2019;07;04;17;19,773;3,656;;;36;17.049640;51.123614
2019;07;04;18;19,470;3,211;;;37;17.049640;51.123614
2019;07;04;19;19,082;2,646;;;39;17.049640;51.123614
2019;07;04;20;18,005;1,815;;;44;17.049640;51.123614
2019;07;04;21;16,700;1,500;;;47;17.049640;51.123614
2019;07;04;22;15,213;2,034;;;52;17.049640;51.123614
2019;07;04;23;14,182;2,766;;;55;17.049640;51.123614
2019;07;05;00;13,119;2,923;;;57;17.049640;51.123614
2019;07;05;01;11,637;2,118;;;63;17.049640;51.123614
2019;07;05;02;12,621;2,233;;;60;17.049640;51.123614
2019;07;05;03;14,154;2,655;;;48;17.049640;51.123614
2019;07;05;04;13,539;2,286;;;60;17.049640;51.123614
2019;07;05;05;13,806;2,310;;;60;17.049640;51.123614
2019;07;05;06;14,947;2,927;;;55;17.049640;51.123614
2019;07;05;07;16,454;3,552;;;54;17.049640;51.123614
2019;07;05;08;17,428;3,420;;;56;17.049640;51.123614
2019;07;05;09;18,500;3,678;;;58;17.049640;51.123614
2019;07;05;10;19,356;4,553;;;57;17.049640;51.123614
2019;07;05;11;20,138;5,465;;;54;17.049640;51.123614
2019;07;05;12;20,564;6,436;;;49;17.049640;51.123614
2019;07;05;13;20,219;5,889;;;51;17.049640;51.123614
2019;07;05;14;18,625;5,314;płynny;0,45;67;17.049640;51.123614
2019;07;05;15;20,420;6,371;;;51;17.049640;51.123614
2019;07;05;16;18,942;4,900;;;61;17.049640;51.123614
2019;07;05;17;19,062;3,165;;;66;17.049640;51.123614
2019;07;05;18;20,330;4,462;;;53;17.049640;51.123614
2019;07;05;19;20,069;3,481;;;56;17.049640;51.123614
2019;07;05;20;18,764;2,069;;;64;17.049640;51.123614
2019;07;05;21;17,183;2,205;;;71;17.049640;51.123614
2019;07;05;22;16,386;2,826;;;73;17.049640;51.123614
2019;07;05;23;16,852;2,757;;;68;17.049640;51.123614
2019;07;06;00;15,076;2,847;;;74;17.049640;51.123614
2019;07;06;01;13,935;2,951;;;79;17.049640;51.123614
2019;07;06;02;13,170;2,850;;;83;17.049640;51.123614
2019;07;06;03;13,135;2,783;;;83;17.049640;51.123614
2019;07;06;04;13,588;2,294;;;89;17.049640;51.123614
2019;07;06;05;13,684;2,056;;;89;17.049640;51.123614
2019;07;06;06;14,838;2,038;;;80;17.049640;51.123614
2019;07;06;07;16,940;1,982;;;69;17.049640;51.123614
2019;07;06;08;18,791;2,152;;;60;17.049640;51.123614
2019;07;06;09;20,234;2,205;;;54;17.049640;51.123614
2019;07;06;10;21,407;1,814;;;51;17.049640;51.123614
2019;07;06;11;22,645;1,822;;;49;17.049640;51.123614
2019;07;06;12;23,751;1,885;;;47;17.049640;51.123614
2019;07;06;13;24,795;2,313;;;44;17.049640;51.123614
2019;07;06;14;25,773;4,134;;;39;17.049640;51.123614
2019;07;06;15;25,732;5,518;;;41;17.049640;51.123614
2019;07;06;16;25,661;5,190;;;42;17.049640;51.123614
2019;07;06;17;25,564;4,844;;;42;17.049640;51.123614
2019;07;06;18;25,171;5,016;;;41;17.049640;51.123614
2019;07;06;19;24,457;4,155;;;43;17.049640;51.123614
2019;07;06;20;22,517;3,334;;;54;17.049640;51.123614
2019;07;06;21;20,922;2,415;;;64;17.049640;51.123614
2019;07;06;22;19,013;2,496;;;71;17.049640;51.123614
2019;07;06;23;16,371;2,951;;;74;17.049640;51.123614
2019;07;07;00;14,488;2,703;;;77;17.049640;51.123614
2019;07;07;01;14,771;2,613;;;83;17.049640;51.123614
2019;07;07;02;15,884;2,086;;;84;17.049640;51.123614
2019;07;07;03;16,193;3,023;;;86;17.049640;51.123614
2019;07;07;04;16,032;2,923;płynny;1,14;98;17.049640;51.123614
2019;07;07;05;15,889;4,763;płynny;0,50;94;17.049640;51.123614
2019;07;07;06;14,533;5,333;;;85;17.049640;51.123614
2019;07;07;07;14,474;5,006;;;77;17.049640;51.123614
2019;07;07;08;14,838;5,091;;;71;17.049640;51.123614
2019;07;07;09;15,227;4,972;;;66;17.049640;51.123614
2019;07;07;10;15,568;4,788;;;64;17.049640;51.123614
2019;07;07;11;16,710;5,086;;;58;17.049640;51.123614
2019;07;07;12;17,164;5,470;;;53;17.049640;51.123614
2019;07;07;13;17,806;5,103;;;52;17.049640;51.123614
2019;07;07;14;18,417;5,223;;;50;17.049640;51.123614
2019;07;07;15;18,475;5,085;;;48;17.049640;51.123614
2019;07;07;16;18,310;5,239;;;50;17.049640;51.123614
2019;07;07;17;18,482;5,441;;;45;17.049640;51.123614
2019;07;07;18;17,916;5,496;;;48;17.049640;51.123614
2019;07;07;19;17,481;4,212;;;52;17.049640;51.123614
2019;07;07;20;15,895;4,268;;;53;17.049640;51.123614
2019;07;07;21;14,620;3,634;;;59;17.049640;51.123614
2019;07;07;22;13,994;3,683;;;58;17.049640;51.123614
2019;07;07;23;12,675;3,695;;;67;17.049640;51.123614
2019;07;08;00;12,272;4,173;;;64;17.049640;51.123614
2019;07;08;01;11,376;4,133;;;66;17.049640;51.123614
2019;07;08;02;10,257;3,672;;;71;17.049640;51.123614
2019;07;08;03;9,614;3,765;;;74;17.049640;51.123614
2019;07;08;04;9,354;2,995;;;88;17.049640;51.123614
2019;07;08;05;9,690;3,629;;;87;17.049640;51.123614
2019;07;08;06;11,081;3,018;;;81;17.049640;51.123614
2019;07;08;07;12,667;3,684;;;72;17.049640;51.123614
2019;07;08;08;13,618;4,249;;;64;17.049640;51.123614
2019;07;08;09;14,469;5,248;;;55;17.049640;51.123614
2019;07;08;10;14,894;5,309;;;53;17.049640;51.123614
2019;07;08;11;14,995;5,591;;;52;17.049640;51.123614
2019;07;08;12;15,193;5,453;;;51;17.049640;51.123614
2019;07;08;13;15,336;5,155;;;52;17.049640;51.123614
2019;07;08;14;15,944;5,426;;;49;17.049640;51.123614
2019;07;08;15;15,491;4,963;;;55;17.049640;51.123614
2019;07;08;16;15,758;4,543;;;54;17.049640;51.123614
2019;07;08;17;16,369;4,667;;;47;17.049640;51.123614
2019;07;08;18;16,242;4,288;;;49;17.049640;51.123614
2019;07;08;19;15,754;4,066;;;52;17.049640;51.123614
2019;07;08;20;14,258;3,812;;;58;17.049640;51.123614
2019;07;08;21;13,068;3,859;;;62;17.049640;51.123614
2019;07;08;22;12,008;3,944;;;66;17.049640;51.123614
2019;07;08;23;11,521;3,862;;;70;17.049640;51.123614
2019;07;09;00;10,899;4,039;;;74;17.049640;51.123614
2019;07;09;01;10,630;4,181;;;77;17.049640;51.123614
2019;07;09;02;10,219;4,459;;;84;17.049640;51.123614
2019;07;09;03;9,733;4,469;;;87;17.049640;51.123614
2019;07;09;04;9,142;3,737;;;86;17.049640;51.123614
2019;07;09;05;9,695;3,757;;;85;17.049640;51.123614
2019;07;09;06;11,129;3,857;;;80;17.049640;51.123614
2019;07;09;07;12,479;4,094;;;75;17.049640;51.123614
2019;07;09;08;13,797;4,251;;;68;17.049640;51.123614
2019;07;09;09;14,898;4,468;;;60;17.049640;51.123614
2019;07;09;10;15,688;4,883;;;54;17.049640;51.123614
2019;07;09;11;16,302;4,955;;;50;17.049640;51.123614
2019;07;09;12;16,769;5,148;;;48;17.049640;51.123614
2019;07;09;13;17,019;5,266;;;48;17.049640;51.123614
2019;07;09;14;17,462;5,028;;;46;17.049640;51.123614
2019;07;09;15;17,493;5,233;;;47;17.049640;51.123614
2019;07;09;16;17,380;5,114;;;47;17.049640;51.123614
2019;07;09;17;17,351;5,004;;;49;17.049640;51.123614
2019;07;09;18;17,063;4,841;;;50;17.049640;51.123614
2019;07;09;19;16,649;4,436;;;51;17.049640;51.123614
2019;07;09;20;15,220;4,356;;;57;17.049640;51.123614
2019;07;09;21;14,469;4,520;;;61;17.049640;51.123614
2019;07;09;22;13,930;5,468;;;63;17.049640;51.123614
2019;07;09;23;13,660;4,552;;;62;17.049640;51.123614
2019;07;10;00;13,410;5,025;;;66;17.049640;51.123614
2019;07;10;01;12,492;4,905;;;68;17.049640;51.123614
2019;07;10;02;12,802;4,723;;;71;17.049640;51.123614
2019;07;10;03;10,620;4,857;;;77;17.049640;51.123614
2019;07;10;04;9,690;3,986;;;89;17.049640;51.123614
2019;07;10;05;10,216;4,403;;;88;17.049640;51.123614
2019;07;10;06;10,930;4,786;;;85;17.049640;51.123614
2019;07;10;07;12,093;4,717;;;81;17.049640;51.123614
2019;07;10;08;13,971;5,005;;;74;17.049640;51.123614
2019;07;10;09;15,275;5,474;;;68;17.049640;51.123614
2019;07;10;10;15,368;5,466;;;68;17.049640;51.123614
2019;07;10;11;15,883;5,404;;;67;17.049640;51.123614
2019;07;10;12;16,880;5,831;płynny;0,01;64;17.049640;51.123614
2019;07;10;13;18,129;5,657;;;57;17.049640;51.123614
2019;07;10;14;18,573;6,000;płynny;0,10;56;17.049640;51.123614
2019;07;10;15;18,031;5,723;płynny;0,19;62;17.049640;51.123614
2019;07;10;16;18,509;5,707;płynny;0,11;61;17.049640;51.123614
2019;07;10;17;18,611;5,486;płynny;0,47;62;17.049640;51.123614
2019;07;10;18;18,460;4,644;płynny;0,53;62;17.049640;51.123614
2019;07;10;19;18,095;4,029;;;64;17.049640;51.123614
2019;07;10;20;16,659;4,127;;;66;17.049640;51.123614
2019;07;10;21;15,684;4,037;;;76;17.049640;51.123614
2019;07;10;22;15,403;4,237;;;79;17.049640;51.123614
2019;07;10;23;15,168;4,347;;;78;17.049640;51.123614
2019;07;11;00;14,378;3,909;;;81;17.049640;51.123614
2019;07;11;01;14,039;3,606;;;83;17.049640;51.123614
2019;07;11;02;13,227;3,272;płynny;0,10;87;17.049640;51.123614
2019;07;11;03;13,192;3,454;;;88;17.049640;51.123614
2019;07;11;04;11,879;3,679;;;87;17.049640;51.123614
2019;07;11;05;11,469;4,000;;;88;17.049640;51.123614
2019;07;11;06;12,652;3,754;;;82;17.049640;51.123614
2019;07;11;07;14,196;3,932;;;75;17.049640;51.123614
2019;07;11;08;15,841;3,853;;;68;17.049640;51.123614
2019;07;11;09;17,277;4,000;;;60;17.049640;51.123614
2019;07;11;10;18,358;3,946;;;53;17.049640;51.123614
2019;07;11;11;19,348;3,793;;;48;17.049640;51.123614
2019;07;11;12;20,074;3,710;;;45;17.049640;51.123614
2019;07;11;13;20,715;3,521;;;42;17.049640;51.123614
2019;07;11;14;21,214;3,334;;;41;17.049640;51.123614
2019;07;11;15;21,563;3,095;;;40;17.049640;51.123614
2019;07;11;16;21,809;2,554;;;38;17.049640;51.123614
2019;07;11;17;21,908;2,217;;;39;17.049640;51.123614
2019;07;11;18;21,808;2,027;;;39;17.049640;51.123614
2019;07;11;19;21,545;1,547;;;40;17.049640;51.123614
2019;07;11;20;20,575;1,395;;;43;17.049640;51.123614
2019;07;11;21;19,271;0,901;;;48;17.049640;51.123614
2019;07;11;22;18,255;0,100;;;52;17.049640;51.123614
2019;07;11;23;17,482;0,611;;;54;17.049640;51.123614
2019;07;12;00;16,179;1,432;;;57;17.049640;51.123614
2019;07;12;01;15,177;1,511;;;58;17.049640;51.123614
2019;07;12;02;14,558;1,576;;;58;17.049640;51.123614
2019;07;12;03;14,366;1,475;;;60;17.049640;51.123614
2019;07;12;04;12,576;2,202;;;82;17.049640;51.123614
2019;07;12;05;13,333;1,830;;;80;17.049640;51.123614
2019;07;12;06;14,263;1,356;;;76;17.049640;51.123614
2019;07;12;07;16,380;2,144;;;70;17.049640;51.123614
2019;07;12;08;18,065;2,117;;;63;17.049640;51.123614
2019;07;12;09;18,652;2,470;;;61;17.049640;51.123614
2019;07;12;10;18,535;2,259;;;63;17.049640;51.123614
2019;07;12;11;18,591;2,099;;;65;17.049640;51.123614
2019;07;12;12;18,649;2,126;płynny;0,05;65;17.049640;51.123614
2019;07;12;13;18,652;2,542;;;66;17.049640;51.123614
2019;07;12;14;18,771;2,030;;;68;17.049640;51.123614
2019;07;12;15;18,961;1,739;płynny;0,09;71;17.049640;51.123614
2019;07;12;16;19,388;0,776;;;67;17.049640;51.123614
2019;07;12;17;19,260;0,221;płynny;0,12;69;17.049640;51.123614
2019;07;12;18;18,705;0,245;płynny;0,18;74;17.049640;51.123614
2019;07;12;19;18,008;1,315;płynny;1,18;79;17.049640;51.123614
2019;07;12;20;15,914;0,493;płynny;4,41;94;17.049640;51.123614
2019;07;12;21;15,082;1,595;płynny;1,28;92;17.049640;51.123614
2019;07;12;22;14,347;1,692;płynny;0,76;93;17.049640;51.123614
2019;07;12;23;15,488;1,640;płynny;0,94;93;17.049640;51.123614
2019;07;13;00;15,417;2,030;płynny;0,34;96;17.049640;51.123614
2019;07;13;01;14,869;2,068;płynny;0,37;98;17.049640;51.123614
2019;07;13;02;14,110;1,284;płynny;0,09;99;17.049640;51.123614
2019;07;13;03;13,911;2,021;;;100;17.049640;51.123614
2019;07;13;04;12,549;1,691;;;95;17.049640;51.123614
2019;07;13;05;12,616;2,296;;;94;17.049640;51.123614
2019;07;13;06;13,691;1,974;;;89;17.049640;51.123614
2019;07;13;07;15,421;2,019;;;80;17.049640;51.123614
2019;07;13;08;17,182;2,049;;;74;17.049640;51.123614
2019;07;13;09;18,108;2,673;;;70;17.049640;51.123614
2019;07;13;10;19,071;3,046;płynny;0,02;66;17.049640;51.123614
2019;07;13;11;19,788;3,260;płynny;0,38;63;17.049640;51.123614
2019;07;13;12;20,019;3,448;płynny;1,36;63;17.049640;51.123614
2019;07;13;13;19,691;3,773;płynny;1,50;67;17.049640;51.123614
2019;07;13;14;18,878;3,858;płynny;1,32;73;17.049640;51.123614
2019;07;13;15;20,163;3,583;płynny;1,02;63;17.049640;51.123614
2019;07;13;16;20,097;3,816;płynny;0,90;64;17.049640;51.123614
2019;07;13;17;19,381;4,115;płynny;0,18;70;17.049640;51.123614
2019;07;13;18;19,235;3,454;;;70;17.049640;51.123614
2019;07;13;19;18,652;3,096;;;75;17.049640;51.123614
2019;07;13;20;17,688;3,120;;;82;17.049640;51.123614
2019;07;13;21;16,632;3,461;;;85;17.049640;51.123614
2019;07;13;22;15,765;2,899;;;87;17.049640;51.123614
2019;07;13;23;15,000;2,931;;;90;17.049640;51.123614
2019;07;14;00;14,327;3,159;;;90;17.049640;51.123614
2019;07;14;01;13,521;3,032;;;94;17.049640;51.123614
2019;07;14;02;13,026;3,042;;;96;17.049640;51.123614
2019;07;14;03;12,147;2,737;;;99;17.049640;51.123614
2019;07;14;04;12,126;4,024;;;96;17.049640;51.123614
2019;07;14;05;12,113;3,918;;;95;17.049640;51.123614
2019;07;14;06;12,620;3,597;;;95;17.049640;51.123614
2019;07;14;07;13,442;3,586;;;92;17.049640;51.123614
2019;07;14;08;14,246;3,475;;;88;17.049640;51.123614
2019;07;14;09;16,621;3,150;płynny;0,04;77;17.049640;51.123614
2019;07;14;10;18,542;3,237;płynny;0,08;66;17.049640;51.123614
2019;07;14;11;17,656;3,719;płynny;1,31;74;17.049640;51.123614
2019;07;14;12;18,084;3,316;płynny;0,51;71;17.049640;51.123614
2019;07;14;13;17,735;3,712;płynny;1,22;73;17.049640;51.123614
2019;07;14;14;18,995;3,330;płynny;0,35;68;17.049640;51.123614
2019;07;14;15;18,907;3,906;płynny;1,13;70;17.049640;51.123614
2019;07;14;16;18,778;4,059;płynny;0,84;71;17.049640;51.123614
2019;07;14;17;18,558;3,418;płynny;1,74;73;17.049640;51.123614
2019;07;14;18;18,548;2,951;płynny;1,36;72;17.049640;51.123614
2019;07;14;19;18,339;2,297;płynny;0,30;72;17.049640;51.123614
2019;07;14;20;16,374;3,166;;;82;17.049640;51.123614
2019;07;14;21;15,705;3,277;;;74;17.049640;51.123614
2019;07;14;22;14,524;3,115;;;74;17.049640;51.123614
2019;07;14;23;13,552;2,695;;;75;17.049640;51.123614
2019;07;15;00;13,310;1,865;;;67;17.049640;51.123614
2019;07;15;01;13,941;1,002;;;62;17.049640;51.123614
2019;07;15;02;13,047;0,652;;;70;17.049640;51.123614
2019;07;15;03;11,104;1,567;;;78;17.049640;51.123614
2019;07;15;04;11,356;2,977;;;99;17.049640;51.123614
2019;07;15;05;11,029;2,797;;;99;17.049640;51.123614
2019;07;15;06;11,301;2,724;;;100;17.049640;51.123614
2019;07;15;07;11,469;2,663;;;100;17.049640;51.123614
2019;07;15;08;12,093;2,843;;;97;17.049640;51.123614
2019;07;15;09;13,549;2,895;;;87;17.049640;51.123614
2019;07;15;10;16,024;2,345;;;73;17.049640;51.123614
2019;07;15;11;18,052;2,080;;;59;17.049640;51.123614
2019;07;15;12;19,422;2,154;;;48;17.049640;51.123614
2019;07;15;13;20,352;2,503;;;42;17.049640;51.123614
2019;07;15;14;20,905;2,571;;;39;17.049640;51.123614
2019;07;15;15;21,343;2,459;;;37;17.049640;51.123614
2019;07;15;16;21,564;2,607;;;41;17.049640;51.123614
2019;07;15;17;21,213;3,106;;;47;17.049640;51.123614
2019;07;15;18;20,771;3,266;;;54;17.049640;51.123614
2019;07;15;19;20,291;2,852;;;58;17.049640;51.123614
2019;07;15;20;19,039;3,120;;;63;17.049640;51.123614
2019;07;15;21;17,475;2,293;;;70;17.049640;51.123614
2019;07;15;22;16,676;2,189;;;74;17.049640;51.123614
2019;07;15;23;16,378;2,630;;;75;17.049640;51.123614
2019;07;16;00;15,787;2,700;;;78;17.049640;51.123614
2019;07;16;01;15,056;2,787;;;78;17.049640;51.123614
2019;07;16;02;14,247;3,343;;;80;17.049640;51.123614
2019;07;16;03;13,758;3,932;;;80;17.049640;51.123614
2019;07;16;04;11,302;2,845;;;93;17.049640;51.123614
2019;07;16;05;11,728;3,065;;;89;17.049640;51.123614
2019;07;16;06;13,121;3,297;;;82;17.049640;51.123614
2019;07;16;07;14,393;4,578;;;73;17.049640;51.123614
2019;07;16;08;14,198;4,845;;;74;17.049640;51.123614
2019;07;16;09;14,148;5,233;;;73;17.049640;51.123614
2019;07;16;10;14,487;5,025;;;72;17.049640;51.123614
2019;07;16;11;14,543;5,332;;;72;17.049640;51.123614
2019;07;16;12;14,685;5,117;;;73;17.049640;51.123614
2019;07;16;13;14,994;5,075;;;72;17.049640;51.123614
2019;07;16;14;15,212;5,516;;;72;17.049640;51.123614
2019;07;16;15;15,384;5,162;;;72;17.049640;51.123614
2019;07;16;16;16,104;4,942;;;68;17.049640;51.123614
2019;07;16;17;16,494;4,684;;;67;17.049640;51.123614
2019;07;16;18;16,842;4,493;;;66;17.049640;51.123614
2019;07;16;19;16,523;3,981;;;68;17.049640;51.123614
2019;07;16;20;15,169;3,966;;;73;17.049640;51.123614
2019;07;16;21;13,920;4,869;;;78;17.049640;51.123614
2019;07;16;22;13,127;4,080;;;81;17.049640;51.123614
2019;07;16;23;13,163;4,514;;;84;17.049640;51.123614
2019;07;17;00;12,278;4,125;;;88;17.049640;51.123614
2019;07;17;01;12,040;3,463;;;91;17.049640;51.123614
2019;07;17;02;10,920;3,545;płynny;0,23;89;17.049640;51.123614
2019;07;17;03;10,665;3,589;płynny;0,23;89;17.049640;51.123614
2019;07;17;04;12,407;4,304;;;92;17.049640;51.123614
2019;07;17;05;13,120;4,059;;;91;17.049640;51.123614
2019;07;17;06;13,788;4,289;;;91;17.049640;51.123614
2019;07;17;07;14,113;3,875;;;90;17.049640;51.123614
2019;07;17;08;14,580;4,145;;;89;17.049640;51.123614
2019;07;17;09;15,073;4,224;;;84;17.049640;51.123614
2019;07;17;10;16,176;3,978;;;75;17.049640;51.123614
2019;07;17;11;17,877;3,976;;;62;17.049640;51.123614
2019;07;17;12;19,159;4,231;;;55;17.049640;51.123614
2019;07;17;13;19,943;4,141;;;48;17.049640;51.123614
2019;07;17;14;20,486;3,932;;;47;17.049640;51.123614
2019;07;17;15;20,950;3,893;;;44;17.049640;51.123614
2019;07;17;16;21,092;3,813;;;44;17.049640;51.123614
2019;07;17;17;20,964;3,558;;;44;17.049640;51.123614
2019;07;17;18;20,771;3,391;;;45;17.049640;51.123614
2019;07;17;19;20,444;2,646;;;49;17.049640;51.123614
2019;07;17;20;18,285;2,589;;;57;17.049640;51.123614
2019;07;17;21;17,454;1,744;;;68;17.049640;51.123614
2019;07;17;22;16,755;0,932;;;72;17.049640;51.123614
2019;07;17;23;16,349;0,919;;;74;17.049640;51.123614
2019;07;18;00;15,397;1,135;;;78;17.049640;51.123614
2019;07;18;01;14,579;0,828;;;81;17.049640;51.123614
2019;07;18;02;13,932;0,492;;;85;17.049640;51.123614
2019;07;18;03;13,312;0,578;;;87;17.049640;51.123614
2019;07;18;04;12,560;1,391;;;86;17.049640;51.123614
2019;07;18;05;12,212;1,016;;;87;17.049640;51.123614
2019;07;18;06;12,643;0,607;;;84;17.049640;51.123614
2019;07;18;07;14,002;0,747;;;77;17.049640;51.123614
2019;07;18;08;16,208;0,798;;;67;17.049640;51.123614
2019;07;18;09;18,569;0,918;;;59;17.049640;51.123614
2019;07;18;10;20,233;1,185;;;52;17.049640;51.123614
2019;07;18;11;21,229;1,286;;;48;17.049640;51.123614
2019;07;18;12;22,006;1,287;;;44;17.049640;51.123614
2019;07;18;13;22,325;1,326;;;43;17.049640;51.123614
2019;07;18;14;22,816;1,195;;;41;17.049640;51.123614
2019;07;18;15;23,328;1,206;;;39;17.049640;51.123614
2019;07;18;16;23,607;0,972;;;38;17.049640;51.123614
2019;07;18;17;23,656;0,537;;;38;17.049640;51.123614
2019;07;18;18;23,531;1,004;;;39;17.049640;51.123614
2019;07;18;19;23,146;0,528;;;41;17.049640;51.123614
2019;07;18;20;22,255;0,695;;;43;17.049640;51.123614
2019;07;18;21;20,750;1,673;;;48;17.049640;51.123614
2019;07;18;22;19,062;1,722;;;56;17.049640;51.123614
2019;07;18;23;18,140;1,967;;;61;17.049640;51.123614
2019;07;19;00;17,366;1,831;;;66;17.049640;51.123614
2019;07;19;01;16,809;1,203;;;71;17.049640;51.123614
2019;07;19;02;16,108;0,908;;;76;17.049640;51.123614
2019;07;19;03;15,817;0,666;;;77;17.049640;51.123614
2019;07;19;04;15,764;2,395;;;77;17.049640;51.123614
2019;07;19;05;15,447;2,713;;;78;17.049640;51.123614
2019;07;19;06;15,280;2,292;;;78;17.049640;51.123614
2019;07;19;07;16,910;2,022;;;72;17.049640;51.123614
2019;07;19;08;19,705;1,595;;;60;17.049640;51.123614
2019;07;19;09;21,858;2,109;;;55;17.049640;51.123614
2019;07;19;10;23,359;3,301;;;50;17.049640;51.123614
2019;07;19;11;23,888;3,132;;;49;17.049640;51.123614
